,gene,pval,qval,log2fc,mean
34367,AC105031.1,,,0.0,0.0
34368,AF186190.1,,,0.0,0.0
34369,AC008498.1,0.2568678021985573,0.3454265184120432,0.268259889605142,9.846007982183819e-05
34370,AC091987.1,,,0.0,0.0
34371,AC120498.10,0.31727663210671564,0.3768156911490736,2.577609151419978,7.61957923342374e-05
34372,MIR3179-4,,,0.0,0.0
34373,AL031663.3,2.7233073043423046e-21,9.484776500004615e-21,-0.16470222802302076,0.01271933694318152
34374,RMRP,,,0.0,0.0
34375,RNU6-1192P,,,0.0,0.0
34376,MIR8071-2,,,0.0,0.0
34377,RNA5SP412,,,0.0,0.0
34378,RN7SL192P,,,0.0,0.0
34379,AC015818.1,,,0.0,0.0
34380,AL669831.4,0.9992988031943193,1.0,0.9763970920798565,0.0004584198449552047
34381,PDE11A-AS1,7.143993543815029e-50,3.939795078975832e-49,-1.8832265587155685,0.006770712255559217
34382,TSPY22P,,,0.0,0.0
34383,AL589880.1,,,0.0,0.0
34384,MTCYBP9,,,0.0,0.0
34385,AC138393.2,0.01632778090499669,0.029225400856963585,-0.9897341667526949,0.0005151882471496884
34386,AC000077.1,0.285112040855511,0.3768156911490736,0.034604282599593236,0.00014707310008544946
34387,AL139383.1,6.654247641275881e-264,2.3828960867283234e-262,-0.3321476857001975,0.9950946477505414
34388,AL132765.1,,,0.0,0.0
34389,AL357752.1,,,0.0,0.0
34390,AL606752.1,,,0.0,0.0
34391,BMS1P19,,,0.0,0.0
34392,NDUFB4P3,8.081080875767265e-08,2.0602565642588448e-07,-0.3942789956684424,0.0033334728958172148
34393,GYG1P3,,,0.0,0.0
34394,MIR4422HG,1.7607085335864896e-10,4.868044158385635e-10,-0.6236976936115937,0.0034348293838010547
34395,AC133865.1,,,0.0,0.0
34396,FDPSP7,0.3173298659080288,0.3768156911490736,-1059.2404796040112,1.8026509572901324e-05
34397,KIF5C-AS1,7.526770748691191e-207,2.0068930655467583e-205,-0.8350701903966841,0.08319725912573107
34398,AL157414.2,,,0.0,0.0
34399,AL590133.1,0.025342925373282595,0.04392149095458108,-1.1329974751102654,0.00044727074547292747
34400,GAPDHP64,,,0.0,0.0
34401,IDI1P3,,,0.0,0.0
34402,OR52Y1P,,,0.0,0.0
34403,AC234582.1,0.5206379804759607,0.5909600909227554,0.9178678788688167,0.0016511203450351045
34404,RPL6P6,0.7389330028462942,0.7839915969550021,0.27872246680408,0.00018119646671305091
34405,AC103563.2,0.9991858729594645,1.0,1.0473764145677313,0.0005235547876388803
34406,FARSBP1,,,0.0,0.0
34407,MSANTD2P1,,,0.0,0.0
34408,AC096637.2,0.17979231606267398,0.2497873568474034,0.10944675060793123,0.00034120298529247736
34409,AL035588.1,7.661542696780243e-26,2.888010485088255e-25,-0.3820568014084097,0.012842360056127865
34410,AC022395.1,9.798892759757106e-56,5.897289716194365e-55,-0.35964215391853555,0.03549022057322776
34411,RPL22P24,0.15730335818763108,0.22281847255572587,-1058.6414329055863,1.1900922266139658e-05
34412,LINC01436,0.5637418569857895,0.6207000818680014,1.0676584015861308,4.575462937282872e-05
34413,B3GNT2P1,,,0.0,0.0
34414,LINC00400,,,0.0,0.0
34415,RPS4XP5,,,0.0,0.0
34416,ELOCP3,,,0.0,0.0
34417,DOCK9-AS1,7.527817209217474e-18,2.4601157158041357e-17,-0.3563454813682338,0.013661553400565045
34418,RPL7P46,,,0.0,0.0
34419,AL138899.2,,,0.0,0.0
34420,AL360295.1,,,0.0,0.0
34421,AL139148.1,,,0.0,0.0
34422,SNRPGP11,,,0.0,0.0
34423,FAM90A26,0.010575475105780859,0.019431215475394586,-1.2872000696850923,0.0005555691510629727
34424,FOXO6-AS1,0.03477891642237097,0.05893237239398071,3.0300195172278803,0.0001660480112281048
34425,AC084290.1,,,0.0,0.0
34426,GK3P,0.012407590087412695,0.022579070799737165,-2.310837797282572,0.00022737022065339235
34427,AC005091.1,1.5070889209777306e-14,4.591644176162921e-14,-0.8203331352371882,0.004273180218366635
34428,ACTP1,,,0.0,0.0
34429,B3GALNT1P1,0.07049480750253484,0.11265332195871251,-0.18176095603483308,0.0009043046991331458
34430,HNRNPA1P6,,,0.0,0.0
34431,AC244505.6,,,0.0,0.0
34432,AL583803.1,,,0.0,0.0
34433,AP001043.1,,,0.0,0.0
34434,AC243428.1,,,0.0,0.0
34435,Z98749.1,,,0.0,0.0
34436,PRAMEF36P,,,0.0,0.0
34437,AC073264.1,,,0.0,0.0
34438,LIPT1P1,,,0.0,0.0
34439,AL136982.2,0.033010816827637755,0.0563595118258327,-0.20674189415259503,0.0002722274221816254
34440,AL022578.1,,,0.0,0.0
34441,AC080129.1,0.6547983394063797,0.7064354947540712,0.7443528921754192,0.00017003955148837355
34442,AP000221.1,3.741506588619006e-07,9.296914310653539e-07,-1.2422498889776943,0.0009257785314698363
34443,ZRANB2-AS2,0.0,0.0,-0.8750947800967889,0.36909648662403144
34444,MTND2P2,,,0.0,0.0
34445,AC068533.2,0.6546950157158451,0.7064354947540712,2.080413350185987,0.0001048602908220618
34446,TCF7L1-IT1,,,0.0,0.0
34447,HMGB1P7,4.052222074258242e-12,1.1672923979238492e-11,-1.9243678069494208,0.0010726317610527138
34448,ARHGAP42P2,0.7323673531238917,0.7799826947877494,1.0170859831051786,0.0005333350154874419
34449,MTND2P21,,,0.0,0.0
34450,AP000356.1,,,0.0,0.0
34451,HNRNPA1P68,0.002698165414551983,0.0053029260313268494,-0.9871666662010803,0.00028429794474657934
34452,AC026202.1,,,0.0,0.0
34453,FAM201B,,,0.0,0.0
34454,RPL12P15,0.033882366999474715,0.05759035011585997,-3.4923314885235692,0.00010651310526293363
34455,FGFR3P1,,,0.0,0.0
34456,RPS3AP9,,,0.0,0.0
34457,GCNT1P3,,,0.0,0.0
34458,LINC01911,0.07068585745308169,0.11277912170925963,-0.7783445558513524,0.0001814027855804915
34459,AL355303.1,0.015306471365511191,0.02749550572668462,-0.35407791942224787,0.0013192550382348412
34460,RPL7L1P9,0.15730335818763108,0.22281847255572587,-1058.8861192912555,1.4100631404164208e-05
34461,AL118520.1,,,0.0,0.0
34462,LINC00271,1.4048311827033287e-158,2.6393923926707215e-157,-0.4772434580274386,0.13686367376991485
34463,LINC01520,0.10247386961855376,0.15511901497966718,-1.3424436804448054,7.759932200959703e-05
34464,XKRYP4,,,0.0,0.0
34465,AL591043.1,0.3173298659080288,0.3768156911490736,-1058.1432120964628,8.425607237683154e-06
34466,MTND5P8,,,0.0,0.0
34467,EIF4A1P3,,,0.0,0.0
34468,AL049594.1,0.03479758502427271,0.05893237239398071,-2.220587820193219,0.00018483670108492838
34469,AC092832.1,,,0.0,0.0
34470,AL121672.1,6.625468057452875e-05,0.00014742092030195597,-0.6441831709194296,0.0010849978156236557
34471,RPL7P32,3.029705477560223e-20,1.0342965514380398e-19,-0.4706671870053608,0.015571680624305714
34472,RPL39P39,,,0.0,0.0
34473,CECR9,,,0.0,0.0
34474,CCNB1IP1P3,,,0.0,0.0
34475,AL354979.1,0.13363383525383124,0.19794394737404075,-0.44369603151678977,0.00025522039984952145
34476,DNAH8-AS1,0.020116543868230665,0.03552365805357864,-1.9586122258308687,0.0002719525535184308
34477,AC002429.1,,,0.0,0.0
34478,MORF4L2-AS1,1.491937559246076e-10,4.131235819941424e-10,0.2191186930298938,0.02476773715093234
34479,RN7SL126P,0.1797241015535409,0.24978060677148137,-0.020146808109790394,5.5362492509632005e-05
34480,AC233266.1,,,0.0,0.0
34481,AL133387.2,,,0.0,0.0
34482,AC084149.1,0.0003923902800277488,0.0008301418350703657,-1.6256405466195918,0.0002656131039674519
34483,EEF1A1P40,,,0.0,0.0
34484,AL157378.1,0.3939531733562308,0.46123126982976215,0.27561866481675107,0.0004141875089693241
34485,TTTY3,,,0.0,0.0
34486,AC104843.2,,,0.0,0.0
34487,AC009987.1,0.15730335818763108,0.22281847255572587,-1059.707409491886,2.4915611224118e-05
34488,AP000705.1,,,0.0,0.0
34489,AC022537.1,,,0.0,0.0
34490,FO393408.1,,,0.0,0.0
34491,LNCAROD,0.42772653498361235,0.49418510631165014,0.5141531817056045,0.004242591544514773
34492,HLA-T,0.15730335818763108,0.22281847255572587,-1059.6923409264593,2.4656728634746332e-05
34493,AF129075.1,,,0.0,0.0
34494,UBE2V1P11,,,0.0,0.0
34495,SPATA20P1,,,0.0,0.0
34496,BTF3P10,,,0.0,0.0
34497,AL031666.1,6.032987741271682e-06,1.4221040517070877e-05,-0.3716031691094797,0.0024378102765002917
34498,MTHFD2P3,0.08326246088475368,0.12918039568839096,-1060.7660030097811,5.1896724482798595e-05
34499,LINC02522,0.3173298659080288,0.3768156911490736,-1057.9587478017488,7.4143302180685364e-06
34500,HHATL-AS1,3.942783830277179e-12,1.1361109392817142e-11,-0.5551075253920704,0.0036123882936980557
34501,AL049734.2,,,0.0,0.0
34502,AC012355.1,0.33098221762328206,0.39212351779740345,0.331880512941979,0.0007669362830848162
34503,AC023274.1,,,0.0,0.0
34504,AC079250.1,1.0,1.0,-0.9322931742612938,2.9636504671209966e-05
34505,RPL36AP39,,,0.0,0.0
34506,LINC02865,0.285112040855511,0.3768156911490736,0.3868088319578286,0.0002103192850727261
34507,DSTNP1,1.0,1.0,0.338627837641745,5.931771268889868e-05
34508,AL359976.1,0.05935661344088012,0.09553564974092822,-0.4868052330129959,0.0003051309722048816
34509,RPL23AP11,,,0.0,0.0
34510,AL049649.1,0.13170663443361053,0.19554557866147482,-0.11730327301578763,0.0002574827721972996
34511,OR52B5P,0.31727663210671564,0.3768156911490736,2.632414785085079,6.471050673972591e-05
34512,AC073347.1,,,0.0,0.0
34513,AL353614.1,2.203693567824443e-05,5.0466424788428385e-05,-0.2222168517557618,0.0005218996377597385
34514,DDX3P2,,,0.0,0.0
34515,TRIM60P16,,,0.0,0.0
34516,TOB1-AS1,9.64829131609206e-39,4.5056893703363116e-38,-0.05646106286788705,0.06835250011374318
34517,GTF3AP6,,,0.0,0.0
34518,AC099788.1,0.010420728174281151,0.019172851653699377,-0.4412568474682464,0.0009388314671377522
34519,MTATP6P13,,,0.0,0.0
34520,ISCA1P2,,,0.0,0.0
34521,AC018462.1,1.1422546379301629e-142,1.8751480488761336e-141,-0.5393504584023897,0.08260255570134058
34522,AL671883.1,,,0.0,0.0
34523,AL354676.1,,,0.0,0.0
34524,AL360091.1,,,0.0,0.0
34525,AL589823.1,,,0.0,0.0
34526,AC044781.1,0.1927771002048434,0.2670687951134401,0.7419687664992484,0.001384569549872588
34527,AL445687.2,,,0.0,0.0
34528,KRT16P5,,,0.0,0.0
34529,BPY2DP,,,0.0,0.0
34530,AL008627.1,1.611573139415024e-06,3.90388198601254e-06,-1063.304041948425,0.00030141565041305596
34531,AL161636.1,0.3173298659080288,0.3768156911490736,-1057.2812690266314,4.635861919705659e-06
34532,DUTP4,,,0.0,0.0
34533,KARS1P1,0.10879881842759197,0.1636912729265091,-1.0243780683451036,0.0002562830031935599
34534,AL606530.1,,,0.0,0.0
34535,SOS1-IT1,0.40545571138196324,0.47313228707188826,0.31911169796495514,0.00016552466187049752
34536,MTCO2P1,0.3173298659080288,0.3768156911490736,-1060.5399698413628,4.4370792335577415e-05
34537,CRPPA-AS1,7.810954471783684e-15,2.3952755515806997e-14,-0.4386180356821283,0.009481608793525822
34538,AL049745.2,,,0.0,0.0
34539,SNORD56,,,0.0,0.0
34540,AC007327.2,8.938649487801621e-05,0.0001971978592925814,-1.186151661620534,0.001266805206921704
34541,AC018644.1,,,0.0,0.0
34542,LINC01150,0.3459860646255908,0.40862334160686586,1.239668523001356,0.00034947517511211906
34543,PKP4P1,,,0.0,0.0
34544,AL133384.1,,,0.0,0.0
34545,UBE2V1P9,,,0.0,0.0
34546,MAST4-AS1,0.0010613430045268218,0.0021691407583801408,-2.0354755587413664,0.00033822190901947833
34547,DPY19L4P1,,,0.0,0.0
34548,LINC00484,7.38354530906111e-08,1.8846911192191762e-07,0.15659049857769566,0.011014645906095384
34549,PYHIN5P,,,0.0,0.0
34550,AL034418.1,0.0005836412119359824,0.001218381407910629,0.06721462612416364,0.0024748901385273454
34551,AC008568.1,0.2485942598959744,0.33688783932836874,0.24758648659034826,0.0008321104851146652
34552,TMEM254-AS1,1.0101683594616163e-55,6.078558880639056e-55,-0.16207576667617912,0.054234021746574164
34553,COTL1P1,,,0.0,0.0
34554,CR391992.1,,,0.0,0.0
34555,CCNB1IP1P1,0.006713967869188806,0.012624764533969893,-0.8207713823551621,0.00045110515771019396
34556,RPL35AP21,,,0.0,0.0
34557,RPS15P5,,,0.0,0.0
34558,ATP8A2P2,0.001029914164465546,0.0021079603295265487,-0.24770710176013722,0.002568423843906783
34559,RPS21P1,,,0.0,0.0
34560,MTCYBP32,,,0.0,0.0
34561,LINC00388,,,0.0,0.0
34562,SNRPFP2,7.0894851729215994e-06,1.6662979708756942e-05,-1.790565721869666,0.0004343420758325999
34563,SLC25A38P1,,,0.0,0.0
34564,RRN3P4,,,0.0,0.0
34565,UBE2Q1-AS1,0.3173298659080288,0.3768156911490736,-1059.922259379352,2.8916638542018224e-05
34566,TRBV10-2,,,0.0,0.0
34567,AC092647.3,,,0.0,0.0
34568,RPS20P1,,,0.0,0.0
34569,AL121972.1,0.0026570354811409117,0.005236286640241596,-0.029671572063883732,0.0015365147783549897
34570,RPL31P54,,,0.0,0.0
34571,STEAP3-AS1,0.0026942278959870784,0.0053029260313268494,0.20989042215887277,0.007738565907222476
34572,RPSAP20,,,0.0,0.0
34573,EIF1P1,,,0.0,0.0
34574,CASC20,0.7628452820376674,0.8064069514402307,1.4681483551352676,0.0002084405010399639
34575,BUD31P2,,,0.0,0.0
34576,AC019205.1,7.933852710631435e-128,1.1330421888323798e-126,-0.35946287942740607,0.08502770509036965
34577,AC244505.5,,,0.0,0.0
34578,AC103925.1,,,0.0,0.0
34579,RPL7P10,,,0.0,0.0
34580,RPL31P20,0.3173298659080288,0.3768156911490736,-1057.303530731476,4.707950986317929e-06
34581,DYNLT3P2,0.0017437107661762445,0.00349096159189054,-1.3337070386418197,0.00042297835097067604
34582,MTCO1P52,,,0.0,0.0
34583,AC093899.1,0.004676770600075142,0.008948642264051778,-0.5398675909854828,0.00018331337569525637
34584,ME2P1,,,0.0,0.0
34585,MTND2P20,,,0.0,0.0
34586,EIF2S2P2,,,0.0,0.0
34587,AC006455.5,,,0.0,0.0
34588,SGSM3-AS1,4.2027999450351466e-24,1.5384290854618998e-23,0.17123938603961736,0.050256813244062615
34589,HMGB3P9,,,0.0,0.0
34590,AKR1B1P1,,,0.0,0.0
34591,AC022400.2,0.05931084313182974,0.09553564974092822,-1.571083860831956,0.0002777720986221878
34592,HBBP1,,,0.0,0.0
34593,AP001042.2,,,0.0,0.0
34594,AC092813.2,0.5637418569857895,0.6207000818680014,-0.08468053368102188,4.992635852894912e-05
34595,CDY11P,,,0.0,0.0
34596,CCNYL5,,,0.0,0.0
34597,LRRC37A15P,,,0.0,0.0
34598,AC006059.1,3.6943690123488433e-29,1.4823383330719842e-28,-0.018301519143207594,1.399779753257981
34599,AC009237.4,,,0.0,0.0
34600,HSPE1P28,,,0.0,0.0
34601,AL359095.1,,,0.0,0.0
34602,AC139143.1,,,0.0,0.0
34603,MTAPP2,,,0.0,0.0
34604,RPL10P6,,,0.0,0.0
34605,AC009947.1,,,0.0,0.0
34606,FAM197Y3,,,0.0,0.0
34607,LINC00364,0.157299207195585,0.22281847255572587,-1.0913395807876989,0.00011232432232532446
34608,AL772161.1,0.5271925599467937,0.5967151867597527,0.7008827146361541,0.00014470935034853992
34609,AL360091.2,,,0.0,0.0
34610,DDX6P1,,,0.0,0.0
34611,TEX53,0.001360886410362864,0.002756498538495872,-0.9242297236838395,0.0007307686082158963
34612,AC093578.1,,,0.0,0.0
34613,MTND3P2,,,0.0,0.0
34614,BIRC6-AS1,0.44800207773778766,0.5159369855210877,1.4413803256356603,0.0010655323456466555
34615,CDK8P1,,,0.0,0.0
34616,AL590640.2,,,0.0,0.0
34617,STK24P1,0.15730335818763108,0.22281847255572587,-1059.4947018197138,2.1500083966780842e-05
34618,AL445646.1,,,0.0,0.0
34619,SNAP47-AS1,0.6546433563504588,0.7064354947540712,2.898347444747162,0.0001390874530475981
34620,MTCO2P3,,,0.0,0.0
34621,AC007322.2,,,0.0,0.0
34622,SDHDP5,,,0.0,0.0
34623,AC092809.1,1.8452669294842825e-06,4.457230920959182e-06,0.1142225526667228,0.006138404327611676
34624,PDC-AS1,1.4875442569213268e-102,1.6390518009605666e-101,-0.038265100849393295,0.2950683235414508
34625,AL030996.1,,,0.0,0.0
34626,AC019349.1,,,0.0,0.0
34627,AC107613.1,,,0.0,0.0
34628,AC013268.2,,,0.0,0.0
34629,AC013460.1,6.81906641663012e-34,2.939806162100485e-33,-0.8405001537850304,0.01070427292796351
34630,OR2AQ1P,,,0.0,0.0
34631,SKP1P3,,,0.0,0.0
34632,LINC01054,0.006710252845006463,0.01262276247348488,-1.086586870637198,0.00034797740100470245
34633,AL078590.1,,,0.0,0.0
34634,AL109924.1,,,0.0,0.0
34635,EEF1DP3,,,0.0,0.0
34636,LCEP2,,,0.0,0.0
34637,AL512366.1,,,0.0,0.0
34638,AL049646.1,2.6251436627694343e-38,1.2174199590900801e-37,-0.2969706851226024,0.024228117390805527
34639,CTSLP4,0.025342632470497607,0.04392149095458108,-1060.4671684630348,4.218730526006122e-05
34640,CT70,6.32181252238195e-05,0.00014075480671290661,-1.0942725455161002,0.0011728480706148434
34641,PPIAP39,,,0.0,0.0
34642,NHS-AS1,1.0,1.0,2.6762275341512476,2.9568673768882062e-05
34643,AL669831.3,3.009962131086781e-54,1.7684745893395302e-53,-0.005349892079019289,0.08916344969263468
34644,LYPD9P,3.655414496403528e-06,8.707089468740137e-06,-1.4633247173789772,0.0016057048398305876
34645,FNTAP2,0.08326246088475368,0.12918039568839096,-1060.6767657330265,4.878393751096101e-05
34646,AL450469.1,,,0.0,0.0
34647,AC091685.1,,,0.0,0.0
34648,IMMTP1,,,0.0,0.0
34649,AL365203.1,,,0.0,0.0
34650,MARK2P12,,,0.0,0.0
34651,USP9YP36,,,0.0,0.0
34652,AL357556.1,,,0.0,0.0
34653,AC245884.12,,,0.0,0.0
34654,AC092431.1,5.5474854557061065e-56,3.349766891177719e-55,-0.6987606146140376,0.02232118664143561
34655,AC069499.2,,,0.0,0.0
34656,MIR6839,,,0.0,0.0
34657,MIR6744,,,0.0,0.0
34658,AATF,9.24151127094454e-303,4.024229285091758e-301,-0.5025229578829284,0.2919336390982612
34659,AC010538.1,1.5355608468079044e-42,7.582677473441521e-42,-0.6836771949431565,0.016026059537830185
34660,AC092266.1,,,0.0,0.0
34661,MIR6088,,,0.0,0.0
34662,LYZL6,0.0038882050039528186,0.007533403749119614,-4.3045660236398895,0.00019676784554304827
34663,AL080285.2,,,0.0,0.0
34664,MIR6795,,,0.0,0.0
34665,AC090527.4,0.020969043278072034,0.036861014393591726,0.020184138289575722,0.0028451931783168914
34666,MIR3648-1,,,0.0,0.0
34667,Metazoa_SRP,,,0.0,0.0
34668,MIR8076,,,0.0,0.0
34669,AL157394.2,,,0.0,0.0
34670,AC021424.1,,,0.0,0.0
34671,MIR6724-4,,,0.0,0.0
34672,U73479.1,,,0.0,0.0
34673,Metazoa_SRP,,,0.0,0.0
34674,AL133320.2,,,0.0,0.0
34675,AL161931.1,,,0.0,0.0
34676,AC091167.6,1.1814524141432344e-45,6.107136058022727e-45,-0.1210462729179494,0.050844041014751956
34677,MIR8054,,,0.0,0.0
34678,AC131025.2,0.7965045272416396,0.8371112421714729,0.7785392761322479,0.00036126619771325414
34679,PICSAR,8.248905236250218e-58,5.113059822866533e-57,-2.945752607965188,0.007306802025451675
34680,5_8S_rRNA,,,0.0,0.0
34681,AL365222.1,,,0.0,0.0
34682,STMN1P1,,,0.0,0.0
34683,AC004542.4,,,0.0,0.0
34684,AC108726.1,,,0.0,0.0
34685,AC243654.3,,,0.0,0.0
34686,AL161613.1,,,0.0,0.0
34687,IGKV2OR2-10,,,0.0,0.0
34688,U2,,,0.0,0.0
34689,U1,,,0.0,0.0
34690,MIR6068,,,0.0,0.0
34691,HTR1DP1,0.0017580306075622018,0.003517538319032454,-2.5212105893077186,0.0002775672925341047
34692,TUBGCP5,9.693408635937263e-82,8.207516796588481e-81,-0.08531643580274795,0.13850635382203555
34693,AC084368.1,,,0.0,0.0
34694,AC073107.2,1.1906730662384751e-07,3.017427680067734e-07,0.14607633559368424,0.0074147044615658015
34695,ARHGAP23,3.9232904632804924e-36,1.7551392888565613e-35,0.031129043851547647,0.6698677617291791
34696,AC021506.2,,,0.0,0.0
34697,AL109925.2,,,0.0,0.0
34698,MIR6818,,,0.0,0.0
34699,MIR6500,,,0.0,0.0
34700,IGHV3-79,,,0.0,0.0
34701,TRBV14,,,0.0,0.0
34702,WHAMMP3,5.959753573975126e-38,2.748801969199858e-37,-0.2724712659981824,0.025189215794740004
34703,AC091959.3,3.4142687986923196e-32,1.4331879450013745e-31,-0.3731111623018426,0.018544242478673485
34704,AC004386.5,0.15730335818763108,0.22281847255572587,-1060.2120848459758,3.535037012527816e-05
34705,AC006449.3,0.008681718030434127,0.01608983026390394,0.13197505926519973,0.001593068187683044
34706,H4C7,,,0.0,0.0
34707,SNORD112,,,0.0,0.0
34708,AC004556.2,,,0.0,0.0
34709,AL008723.3,,,0.0,0.0
34710,MIR6796,,,0.0,0.0
34711,MIR6851,,,0.0,0.0
34712,AL445584.2,6.394550286783726e-07,1.575563599502286e-06,-0.3427861642740492,0.003073978281070224
34713,AC093783.1,0.15730335818763108,0.22281847255572587,-1058.954013750951,1.4780081506193183e-05
34714,AC009014.2,,,0.0,0.0
34715,RBM22P6,,,0.0,0.0
34716,MIR6793,,,0.0,0.0
34717,U7,,,0.0,0.0
34718,AC109486.3,,,0.0,0.0
34719,AL035461.2,0.03791298614143175,0.06396389470248107,0.43707145372800055,0.004185996081271925
34720,FP671120.1,,,0.0,0.0
34721,AL353770.2,,,0.0,0.0
34722,RNA5SP440,0.3173298659080288,0.3768156911490736,-1057.8130505973854,6.702127659574468e-06
34723,AC073534.2,0.001601186166706247,0.0032182515864240873,-0.11555391975309935,0.0031833512857757955
34724,AP003789.1,,,0.0,0.0
34725,MIR6807,,,0.0,0.0
34726,AL160413.1,,,0.0,0.0
34727,AL161420.1,0.15730335818763108,0.22281847255572587,-1057.6771686947816,6.099695667961129e-06
34728,AL021155.1,,,0.0,0.0
34729,AC138932.5,0.00012845212209057215,0.000280893179286902,-0.331595315536474,0.0021004069032402517
34730,Metazoa_SRP,,,0.0,0.0
34731,AC004381.2,,,0.0,0.0
34732,NAPGP2,0.3173298659080288,0.3768156911490736,-1058.1978617891968,8.750893677867429e-06
34733,Y_RNA,,,0.0,0.0
34734,REXO1L11P,,,0.0,0.0
34735,AC139530.3,0.6686375529573529,0.7201613535385872,0.4512320634452933,0.0031830949074255106
34736,Metazoa_SRP,,,0.0,0.0
34737,AC012588.2,,,0.0,0.0
34738,AC115989.2,,,0.0,0.0
34739,AC125603.4,,,0.0,0.0
34740,AL021578.1,,,0.0,0.0
34741,AC132872.3,,,0.0,0.0
34742,Metazoa_SRP,0.25749036989989393,0.3460878394922308,0.23034950393320255,0.0011039691574891014
34743,AC009152.1,,,0.0,0.0
34744,AC068831.4,,,0.0,0.0
34745,AC018816.2,,,0.0,0.0
34746,AL049765.2,,,0.0,0.0
34747,AL390882.1,,,0.0,0.0
34748,AL590762.5,,,0.0,0.0
34749,AC018659.4,,,0.0,0.0
34750,AL359751.2,,,0.0,0.0
34751,MIR6880,,,0.0,0.0
34752,AC091544.7,,,0.0,0.0
34753,AC008115.4,0.840873585603338,0.8790804301887282,1.1876055098975606,0.0003637548443726157
34754,AC021491.4,0.5637106605930435,0.6207000818680014,-0.5509524390230621,6.462842860865212e-05
34755,U1,,,0.0,0.0
34756,RN7SL327P,,,0.0,0.0
34757,MIR7976,,,0.0,0.0
34758,MIR4477A,,,0.0,0.0
34759,RNU12,,,0.0,0.0
34760,AL161437.1,,,0.0,0.0
34761,AC021424.2,,,0.0,0.0
34762,REXO1L12P,,,0.0,0.0
34763,AC108065.1,,,0.0,0.0
34764,SNORD27,,,0.0,0.0
34765,AC109809.1,,,0.0,0.0
34766,SNORA24,,,0.0,0.0
34767,SIK1B,,,0.0,0.0
34768,AC009542.2,0.35504520401493955,0.4188084691921992,0.5417560486251145,0.0007884616412289736
34769,AC074138.1,0.014820832146857128,0.026653294305921095,0.3478643158025848,0.00199334401476312
34770,AC125613.2,,,0.0,0.0
34771,AC021424.3,,,0.0,0.0
34772,AC015599.1,,,0.0,0.0
34773,U6,,,0.0,0.0
34774,MIR6133,,,0.0,0.0
34775,AC008073.3,2.3927907223767947e-17,7.739398311035707e-17,-0.10882917002616135,0.011177534379254239
34776,RN7SL620P,,,0.0,0.0
34777,AL137060.6,,,0.0,0.0
34778,SNORA70,,,0.0,0.0
34779,AC027345.1,,,0.0,0.0
34780,AC106873.6,,,0.0,0.0
34781,MIR941-5,,,0.0,0.0
34782,MIR6747,,,0.0,0.0
34783,U4,,,0.0,0.0
34784,AC037198.1,,,0.0,0.0
34785,AC242852.1,,,0.0,0.0
34786,AC026336.3,,,0.0,0.0
34787,Metazoa_SRP,,,0.0,0.0
34788,MIR6855,,,0.0,0.0
34789,MIR7156,,,0.0,0.0
34790,AC005912.2,,,0.0,0.0
34791,LINC01742,,,0.0,0.0
34792,AL669914.2,,,0.0,0.0
34793,Metazoa_SRP,,,0.0,0.0
34794,IGKV1D-13,,,0.0,0.0
34795,AL359075.1,,,0.0,0.0
34796,AC004080.9,,,0.0,0.0
34797,SNORD64,,,0.0,0.0
34798,AL591516.1,0.3173298659080288,0.3768156911490736,1060.1085885571476,3.2903225806451614e-05
34799,AL445423.2,,,0.0,0.0
34800,AC004542.5,,,0.0,0.0
34801,AL713922.2,0.00016155129801165573,0.0003510366442452299,-1.7321245924941084,0.0004074771162847946
34802,MIR6083,,,0.0,0.0
34803,AC022202.1,,,0.0,0.0
34804,AL117335.1,3.25137397270326e-46,1.6940223042245263e-45,-0.0698916173570467,0.0374890257527679
34805,KRTAP12-6P,,,0.0,0.0
34806,Metazoa_SRP,,,0.0,0.0
34807,AC002550.2,0.00033850609471066837,0.0007187783783251162,0.03485638186271056,0.003929870752926763
34808,AL627443.2,,,0.0,0.0
34809,MIR6499,,,0.0,0.0
34810,MIR7154,,,0.0,0.0
34811,AL109954.2,,,0.0,0.0
34812,AC084851.3,,,0.0,0.0
34813,AJ011931.1,,,0.0,0.0
34814,AL445528.2,,,0.0,0.0
34815,AL117372.1,0.0060389095749841535,0.011431522312791754,-0.6190867118693723,0.0005036252523811632
34816,7SK,,,0.0,0.0
34817,AC106872.11,,,0.0,0.0
34818,TRBV18,,,0.0,0.0
34819,AF254982.1,,,0.0,0.0
34820,HERC2P2,7.542415061408576e-96,7.681932602774381e-95,-0.05522338299450711,0.18490955512636087
34821,AC126755.4,,,0.0,0.0
34822,AP000892.3,,,0.0,0.0
34823,MIR6769A,,,0.0,0.0
34824,AL442067.1,,,0.0,0.0
34825,MIR6895,,,0.0,0.0
34826,RNU6-467P,,,0.0,0.0
34827,AL355974.2,,,0.0,0.0
34828,AL353753.1,0.20589867583428145,0.2827036572352565,-0.31477989349474045,0.00022020148987429437
34829,AL513478.1,,,0.0,0.0
34830,LINC02809,0.808643315018085,0.8484528739537827,0.5336597979117382,0.0002579219126415488
34831,MIR8057,,,0.0,0.0
34832,AC127024.6,0.00015507311232232233,0.0003374412179157696,0.32726296808773236,0.012957156133559264
34833,AC243829.2,0.007522598422557004,0.014065464966938215,-2.111455608926244,0.00015937097953104705
