0.0,1661358163937,0.721911712584682
1.0,1661358350880,0.7450977020697623
2.0,1661358609234,0.7548784608000303
3.0,1661358784584,0.7400517673099248
4.0,1661358978805,0.7552886194842932
5.0,1661359246932,0.7606973623471609
6.0,1661359440397,0.7194054651177438
7.0,1661359654584,0.7663039073331513
8.0,1661359845227,0.7689923452590622
9.0,1661359971243,0.7352474892482791
10.0,1661360108818,0.7503491801271452
11.0,1661360291334,0.77426227315645
12.0,1661360481962,0.7689923452590622
13.0,1661360672951,0.7689923452590622
14.0,1661360815829,0.7562037301079708
15.0,1661361006635,0.7689923452590622
16.0,1661361136525,0.7380438956222888
17.0,1661361282033,0.7574229992320017
18.0,1661361448951,0.7729632786563195
19.0,1661361608246,0.7687336689124715
20.0,1661361748131,0.7516814549322823
21.0,1661361938972,0.7689923452590622
22.0,1661362105727,0.7729632786563195
23.0,1661362258302,0.7617440411989228
24.0,1661362425339,0.7729632786563195
25.0,1661362597684,0.7720956939767852
26.0,1661362746667,0.7644147398889536
27.0,1661362900993,0.7670425861417132
28.0,1661363077161,0.7732908382811752
29.0,1661363279450,0.7237355702934721
30.0,1661363456543,0.7732908382811752
31.0,1661363632855,0.7732908382811752
32.0,1661363809779,0.7732908382811752
33.0,1661363964613,0.7670425861417132
34.0,1661364158976,0.7552886194842932
35.0,1661364336038,0.7732908382811752
36.0,1661364554733,0.7381733831005427
37.0,1661364761403,0.7665159439295295
38.0,1661364907591,0.7574229992320017
39.0,1661365197059,0.7657813221925094
40.0,1661365407628,0.7653572460893365
41.0,1661365584447,0.7732908382811752
42.0,1661365775418,0.7689923452590622
43.0,1661365928665,0.7617440411989228
44.0,1661366105289,0.7732908382811752
45.0,1661366265681,0.7687336689124715
