0.0,1661358163930,0.7185552407932012
1.0,1661358350859,0.743201133144476
2.0,1661358609226,0.7562322946175637
3.0,1661358784571,0.7382436260623229
4.0,1661358978797,0.7559490084985835
5.0,1661359246924,0.7643059490084986
6.0,1661359440384,0.7161473087818696
7.0,1661359654580,0.7696883852691218
8.0,1661359845211,0.7777620396600566
9.0,1661359971227,0.7317280453257791
10.0,1661360108814,0.7491501416430595
11.0,1661360291317,0.7813031161473087
12.0,1661360481951,0.7777620396600566
13.0,1661360672945,0.7777620396600566
14.0,1661360815825,0.7556657223796034
15.0,1661361006627,0.7777620396600566
16.0,1661361136516,0.7354107648725213
17.0,1661361281996,0.7570821529745043
18.0,1661361448936,0.7771954674220962
19.0,1661361608235,0.7713881019830029
20.0,1661361748120,0.7508498583569405
21.0,1661361938955,0.7777620396600566
22.0,1661362105705,0.7771954674220962
23.0,1661362258290,0.7628895184135978
24.0,1661362425331,0.7771954674220962
25.0,1661362597667,0.7770538243626063
26.0,1661362746654,0.7651558073654391
27.0,1661362900989,0.7686968838526912
28.0,1661363077157,0.7790368271954674
29.0,1661363279439,0.7203966005665722
30.0,1661363456534,0.7790368271954674
31.0,1661363632837,0.7790368271954674
32.0,1661363809776,0.7790368271954674
33.0,1661363964605,0.7686968838526912
34.0,1661364158959,0.7559490084985835
35.0,1661364336025,0.7790368271954674
36.0,1661364554724,0.7362606232294618
37.0,1661364761377,0.7686968838526911
38.0,1661364907584,0.7570821529745043
39.0,1661365197040,0.7711048158640226
40.0,1661365407624,0.7681303116147309
41.0,1661365584438,0.7790368271954674
42.0,1661365775405,0.7777620396600566
43.0,1661365928657,0.7628895184135978
44.0,1661366105239,0.7790368271954674
45.0,1661366265662,0.7713881019830029
