,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MED30,498.8300353,0.29896156,0.136643846,2.187888936,0.028677693,0.100892178
TNFRSF11B,10.68445442,-0.827884934,0.728775541,-1.1359944,0.255958908,0.492324927
SBSPON,9.936973587,0.050175023,0.745146707,0.067335764,0.946314406,0.978525297
ELOVL7,2567.119013,-0.640210782,0.101003238,-6.338517403,2.32E-10,3.88E-09
SPIDR,4199.903901,-0.219436726,0.096836434,-2.266055414,0.023447991,0.085854286
DNAAF5,259.6918107,-0.056187263,0.174943682,-0.321173432,0.748078964,0.887498242
DEFA4,0,NA,NA,NA,NA,NA
OSGIN2,172.3480788,-0.396736818,0.198240408,-2.001291368,0.045360999,0.145381411
SUN1,1407.258251,0.038254139,0.104829824,0.364916559,0.715173693,0.869121116
OXR1,2766.697428,-0.215675016,0.09772716,-2.20690969,0.027320369,0.097090295
FAM86FP,18.3913764,-0.225402891,0.566197819,-0.398099185,0.690557075,0.854616497
GPER1,4.635737118,-1.334567798,1.20720527,-1.105501965,0.268942143,NA
TMEM184A,2.424175597,-0.071002149,1.45589966,-0.048768573,0.961103727,NA
SPAG11B,0,NA,NA,NA,NA,NA
CA3,131.0436921,0.280438755,0.223033322,1.257385007,0.208614256,0.432608945
ALDH7A1,1076.981933,-0.027633667,0.112000574,-0.246727908,0.805118806,0.917267023
FOXK1,1489.062471,0.017609873,0.101760876,0.173051507,0.862610942,0.943347588
OSR2,0,NA,NA,NA,NA,NA
FZD6,197.9631407,-1.292231743,0.215749721,-5.989494378,2.10E-09,3.22E-08
ORC5,1308.999089,0.060581811,0.102978995,0.588292892,0.556335716,0.768981311
TMEM161B,1278.700137,0.046166124,0.104294947,0.442649666,0.658019155,0.835382236
EDIL3,52179.3339,0.19002183,0.083483998,2.276146758,0.022837227,0.084135505
SLC45A2,119.6004633,0.188907406,0.242365623,0.779431521,0.435725562,0.675645005
ADGRF2,0.146894532,1.566276061,4.069986155,0.384835722,0.700359131,NA
IL3,0,NA,NA,NA,NA,NA
CSF2,0,NA,NA,NA,NA,NA
GJB7,18.51260023,-1.820913781,0.611030922,-2.980068135,0.002881843,0.015076143
GRIK2,2061.435224,-0.759201836,0.331174318,-2.292453839,0.021879468,0.081296014
CGAS,109.3196212,-1.790067297,0.261406979,-6.847817538,7.50E-12,1.45E-10
SLC25A46,2289.674996,0.026077206,0.101948543,0.25578792,0.798114602,0.914328822
ADGRV1,193.0669547,0.155683866,0.256700448,0.606480695,0.544195598,0.760930762
RNF180,1176.845348,-2.135659883,0.313425721,-6.813926684,9.50E-12,1.82E-10
NIPBL,7620.613145,0.090811779,0.088345978,1.027910738,0.303991818,0.547551826
HSPA4L,244.6928563,-0.040646766,0.178984139,-0.227097028,0.820348295,0.923749875
MFSD8,631.271182,-0.134985155,0.127592897,-1.057936278,0.290084494,0.532266881
ABHD18,1524.23169,-0.418839901,0.104799355,-3.996588555,6.43E-05,0.000512149
RAD54L2,776.7382185,-0.175570958,0.119674431,-1.467071589,0.142356582,0.334383693
POC1A,50.20400836,-0.536116652,0.348116541,-1.540049346,0.123548326,0.302804332
ADAD1,0.308118753,0.641776481,4.076050721,0.157450563,0.874889767,NA
MAP9,638.4055996,-0.133444558,0.123474667,-1.080744421,0.279810818,0.52030195
ITGA2,8440.084001,-0.572349212,0.097568757,-5.866111541,4.46E-09,6.54E-08
PRMT9,587.4061044,-0.386756495,0.125921857,-3.071400828,0.002130569,0.01160449
TMEM184C,691.6790676,0.145375616,0.126654094,1.147816163,0.251044463,0.486873721
LSM6,451.1694675,0.075131709,0.1363662,0.550955507,0.581664176,0.787979974
OTUD4,1166.269726,0.280239568,0.115872854,2.418509248,0.015584249,0.062022788
ABCE1,814.9762101,0.163137006,0.116511076,1.400184525,0.161458069,0.364879276
UBLCP1,586.715629,0.058165565,0.125299105,0.464213734,0.642494623,0.826742979
ICE1,1539.237835,0.110735511,0.101710555,1.088731758,0.276272193,0.516343363
IL15,3.240660404,-0.650238014,1.314083578,-0.494822418,0.620725478,NA
NAA15,2350.226023,-0.03661217,0.09563173,-0.382845425,0.701834379,0.861195229
NPY5R,1.710138209,-0.901251414,1.837207104,-0.490555154,0.623741112,NA
TMEM144,36431.06984,0.1560813,0.081941621,1.90478659,0.056807818,0.172443668
CEP44,1300.464765,0.003806943,0.103657294,0.036726244,0.970703283,0.987928536
CALM2P3,0.646548509,0.689758959,2.90682339,0.2372896,0.81243213,NA
ARFIP1,2184.60287,0.032941482,0.096384126,0.341772903,0.732521803,0.879147147
LRG1,0,NA,NA,NA,NA,NA
NFRKB,206.4519481,0.076572459,0.181983324,0.420766352,0.673925704,0.844814554
TMEM126A,343.386517,-0.128083324,0.160183324,-0.799604606,0.423939918,0.665232714
ANKRD20A4P,4.187510882,0.251977871,1.247250475,0.202026679,0.839895868,NA
REG3A,0,NA,NA,NA,NA,NA
EIF2AK3,812.9151007,0.128675585,0.115444591,1.114609037,0.265017996,0.503179136
KRCC1,1612.358584,0.207853392,0.100455234,2.069114616,0.038535333,0.127899584
NME6,137.914813,0.03645467,0.21440436,0.170027655,0.864988388,0.944581817
OR1A2,0,NA,NA,NA,NA,NA
OR8I2,0,NA,NA,NA,NA,NA
LCE1D,0,NA,NA,NA,NA,NA
SNTB1,127.7930756,0.720255705,0.237624282,3.031069462,0.002436892,0.013054229
MTBP,410.7980301,-0.008119623,0.144605466,-0.056150183,0.955222167,0.982189278
TEFM,826.0979023,0.099966836,0.118963209,0.840317243,0.400730536,0.644832279
PDE7B,176.5401562,-0.176944252,0.194127088,-0.911486669,0.362039007,0.608291446
KCND3,231.6367634,-0.294112297,0.206932039,-1.421298981,0.15522986,0.355330572
SLC16A5,3.875721976,0.074491876,1.192701866,0.062456409,0.950199375,NA
ZNF556,14.20133633,-0.195834822,0.640355089,-0.305822231,0.759740001,0.893184363
DENND5B,3196.348533,0.12175552,0.091776599,1.326651032,0.184624146,0.398600648
RALGAPB,2036.834347,-0.059707366,0.101597781,-0.587683756,0.556744581,0.769174883
KISS1,2.253412901,1.965385772,1.875285521,1.048046151,0.294617344,NA
NUDT9,704.2702571,0.168127835,0.121456012,1.384269355,0.166275994,0.372105443
COX7B2,11.82362998,-0.820838258,0.722494399,-1.136117123,0.25590755,0.49230805
ELOVL6,2083.595744,-1.039894381,0.108854551,-9.553062952,1.26E-21,4.86E-20
TMC7,3031.57625,0.2068305,0.092773996,2.229401657,0.025787192,0.09263645
SMAGP,17.42874408,0.457386464,0.561260127,0.81492777,0.415113656,0.657733663
CDH2,3133.213529,0.237328997,0.091783756,2.585740752,0.009716999,0.042329735
HSPA4,917.3610922,0.0937951,0.11117182,0.843694921,0.398839906,0.643434105
FOXA3,1.463437112,0.671225763,1.866477558,0.359621663,0.719130082,NA
SLC26A5,211.0972939,-0.521373501,0.188138206,-2.771226068,0.005584564,0.02654559
SGCD,6681.994781,-1.290160073,0.105032549,-12.28343099,1.11E-34,7.83E-33
DPY19L2P2,627.6599258,-0.590857556,0.144901075,-4.077661649,4.55E-05,0.000372073
ZNF16,202.0023985,0.057408338,0.183221821,0.31332697,0.754032262,0.890536541
KRT6C,0,NA,NA,NA,NA,NA
ARMC10,1258.487461,0.399132246,0.104215922,3.829858612,0.000128217,0.000955382
OR52P2P,0,NA,NA,NA,NA,NA
JMJD1C,13697.00612,0.016727866,0.086962986,0.192356164,0.847463227,0.936344969
OR5B12,0.247220081,1.554518212,4.067991981,0.38213404,0.702361944,NA
PDZD3,0.666028086,0.65892297,3.277283013,0.201057696,0.840653461,NA
OR9I1,0,NA,NA,NA,NA,NA
ARNT2,2818.67759,0.077477672,0.092641725,0.836315086,0.402977668,0.646706612
MYOZ2,5.38687617,-1.930435488,1.126333077,-1.713911744,0.086544936,NA
SYNPO2,35.55176496,0.321958307,0.404444685,0.796050284,0.426002809,0.667076422
DNAJB7,23.23109173,-0.511042121,0.516382419,-0.98965825,0.322341188,0.567140007
EFCAB3,7.85454545,-0.698252643,0.845443951,-0.825900572,0.408860496,0.651537485
TTC36,11.47592766,-0.432138082,0.714129771,-0.605125427,0.545095661,0.761611254
GTPBP2,356.298543,-0.159604914,0.151089634,-1.056359124,0.290804174,0.53282767
FGGY,1308.096398,0.38904145,0.10305347,3.775141677,0.000159917,0.001169127
OR5AR1,0,NA,NA,NA,NA,NA
OR4C11,0,NA,NA,NA,NA,NA
MALT1,288.5010661,0.11320624,0.171545304,0.659920365,0.509304935,0.734199914
LDHAL6B,2.847407901,-0.044073629,1.50339067,-0.029316152,0.976612445,NA
ADRA1D,7.121933542,1.023134191,0.876156945,1.167752189,0.242906739,0.4773071
FRMD5,57378.08807,0.406520499,0.083382621,4.875362469,1.09E-06,1.17E-05
AQP4,91.02715619,0.665401965,0.274205722,2.426652365,0.01523885,0.0609554
TLN2,2832.474032,-1.390304288,0.104239724,-13.33756692,1.40E-40,1.19E-38
TVP23B,397.3678309,0.101289305,0.142711266,0.709749885,0.477859252,0.709837555
FBXW10,6.833880889,-0.827464985,0.968064272,-0.854762446,0.392682672,0.637777587
OR10H2,0,NA,NA,NA,NA,NA
SRGAP2C,1.290322158,1.577534529,2.24711021,0.702028108,0.482661635,NA
ATPAF2,318.9621004,-0.018402054,0.155156755,-0.118602986,0.9055899,0.961071965
CYP4F22,6.153355576,-0.115351221,0.933971416,-0.123506158,0.901706299,0.959609264
FOXB1,6.088214242,-1.337500749,1.000828814,-1.336393128,0.181420811,0.394440539
PPIH,338.3390449,0.146039908,0.153238714,0.953022273,0.340578786,0.586120975
DRC3,91.82522386,0.087407142,0.260190791,0.335934804,0.736920031,0.881089842
ZNF57,43.00413017,-0.19275282,0.37085141,-0.519757551,0.603232569,0.801430151
C11orf40,0,NA,NA,NA,NA,NA
MRPL13,398.6312078,0.08657894,0.141610019,0.611389933,0.540941466,0.75834098
RNF34,1097.822691,-0.277724907,0.110104947,-2.522365383,0.011656856,0.049153112
ACYP2,10377.04488,0.13149591,0.082868361,1.586804765,0.112556869,0.28280569
ATF7,4785.558922,-0.33092571,0.090624791,-3.65160246,0.000260609,0.001815804
SP7,13.50118695,0.931012097,0.638184479,1.458844781,0.144607834,0.337306394
TCAF2,1.922665574,0.804536007,1.753959246,0.458697093,0.646451702,NA
AC091390.1,0.251310662,1.556898051,4.068403913,0.382680305,0.701956819,NA
KRT8,6.481121444,-0.674305528,0.967356207,-0.697060218,0.485765109,0.716041946
ADORA2B,13.10851112,-0.767521277,0.709463796,-1.081832902,0.279326784,0.519931515
MGMT,1299.552986,-0.055875131,0.102988001,-0.542540204,0.587446419,0.791038216
KRT86,35.07207742,-3.422832627,0.547030095,-6.257119413,3.92E-10,6.44E-09
HARS1,693.8556124,0.215868022,0.120962747,1.784582666,0.074329035,0.210055772
HTRA3,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
BFSP2,3.402211119,-0.135582862,1.248072359,-0.108633815,0.913492939,NA
KRT38,0,NA,NA,NA,NA,NA
OR13H1,0,NA,NA,NA,NA,NA
SOX7,13.32340746,-0.341506522,0.650079011,-0.525330793,0.599353255,0.79908948
C8orf74,1.582307527,0.050374059,1.927815953,0.026130118,0.979153554,NA
CST2,0,NA,NA,NA,NA,NA
FAM86JP,8.924187557,-1.318109532,0.866581901,-1.521044381,0.1282487,0.310958792
KYAT1,430.8189549,0.094229467,0.146998209,0.64102459,0.521506707,0.744028799
MTM1,1281.576364,-0.355014531,0.106410901,-3.336260936,0.000849134,0.005160159
TRMT61B,890.6217351,0.042999931,0.114392658,0.37589765,0.706992988,0.864215469
INSR,5090.791658,-0.205488758,0.087227459,-2.355780618,0.01848383,0.071142152
MFN1,2414.072129,-0.13260462,0.094249927,-1.406946661,0.159443206,0.361646926
GIMAP8,2.490893778,0.918645403,1.447691796,0.634558685,0.525716281,NA
KCNMB3,146.1264057,-0.494160396,0.216776141,-2.279588494,0.022632106,0.083572841
FUT3,1.721942231,-0.788413073,1.736853765,-0.453931752,0.649877949,NA
OR2K2,5.014966177,-0.673990787,1.062964605,-0.634067009,0.526037092,NA
SOCS5,3.244635798,-0.796932858,1.293337661,-0.616183138,0.537773656,NA
MORN4,324.6400076,-0.343284542,0.15298558,-2.243901296,0.024838753,0.089992649
RBKS,371.3219707,-0.139888269,0.151846435,-0.921248292,0.35692081,0.603094647
OR2M4,70.29680226,-0.265240564,0.303179561,-0.874862947,0.381648482,0.627585862
SMR3B,0.232688494,0.676692981,4.020028708,0.168330385,0.866323371,NA
ALK,398.0023103,-0.521976257,0.146207478,-3.570106434,0.000356836,0.002396666
CST5,0,NA,NA,NA,NA,NA
SMAD1,535.8157839,0.39110544,0.131128619,2.982609319,0.002858026,0.014969256
SETMAR,409.7843945,0.10062354,0.144895229,0.694457233,0.487395512,0.717495005
SOCS6,872.4713436,-0.223255766,0.114090936,-1.956822993,0.050368283,0.157480129
CAVIN4,768.1083608,0.018280017,0.121999364,0.149836989,0.880893226,0.950465455
OR5E1P,0,NA,NA,NA,NA,NA
HOXB9,0,NA,NA,NA,NA,NA
TTLL6,5.34454379,-0.429676682,1.061040661,-0.404957791,0.685508537,NA
POLH,400.8491259,-0.009811626,0.143855836,-0.068204577,0.945622783,0.978416647
SYT9,4213.669047,0.184987594,0.10380578,1.782054851,0.074740287,0.210759984
KCNS3,361.6122119,-1.226615065,0.168226603,-7.291445261,3.07E-13,6.56E-12
KIF5B,1956.91407,-0.146540801,0.096478003,-1.518903747,0.128786726,0.311887056
OR10A2,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
CD14,7.916283808,0.309674754,0.873921412,0.354350803,0.723075999,0.874637239
KRT75,0,NA,NA,NA,NA,NA
FOXN2,7036.871809,0.236662265,0.091518127,2.585960537,0.009710805,0.042327775
NFXL1,724.9455024,0.115755398,0.121298368,0.954303014,0.339930283,0.585841806
PWWP2A,4255.528353,0.014730018,0.087467451,0.168405703,0.866264122,0.945136044
USP50,384.7617304,-0.590517962,0.153628669,-3.843800553,0.000121143,0.000910656
USP47,7900.681041,-0.026528716,0.094791474,-0.279863943,0.779581892,0.904296997
TMED10,2631.685021,-0.025779303,0.095479544,-0.269998179,0.787161655,0.908418325
FOS,43.42627868,0.23692155,0.362683132,0.653246677,0.513597263,0.738031088
PRDM10,612.158516,0.153005045,0.124815673,1.225848014,0.220255875,0.447927227
CTHRC1,78.89281568,-1.2216758,0.310898011,-3.92950665,8.51E-05,0.000662853
STX8,2702.636447,-0.141003577,0.093034446,-1.515606129,0.129618976,0.313311043
LGALS9B,0,NA,NA,NA,NA,NA
CLDN20,113.6047575,-0.347198302,0.237481601,-1.462000849,0.143740977,0.336242252
CNGB3,85.11205692,0.160030162,0.29354199,0.545169576,0.585636894,0.79060659
FAXDC2,4893.940824,0.384788646,0.087403019,4.40246399,1.07E-05,9.73E-05
GLB1,730.9025991,-0.273092857,0.120704496,-2.262491164,0.023667074,0.086513174
ZNF282,267.2532149,0.224164459,0.166549567,1.345932406,0.178324317,0.389889257
MRAP,95.61579701,-0.021559237,0.25414985,-0.084828842,0.932397464,0.972423961
MRGPRX1,0,NA,NA,NA,NA,NA
PDCD6IP,4043.244147,-0.093766304,0.087926455,-1.066417431,0.286234986,0.528176535
C7orf33,0.906254164,-2.871681659,2.645760558,-1.085389852,0.277749025,NA
SLC25A32,1201.718482,0.005211792,0.107033165,0.04869324,0.961163763,0.984186961
FBXW12,35.72402169,0.020325175,0.39879712,0.050966204,0.959352451,0.983554257
INTS8,932.8867949,0.167116152,0.111912794,1.493271199,0.135366211,0.322514731
ATP9B,4644.149825,-0.54124356,0.093338886,-5.798693152,6.68E-09,9.59E-08
MOGAT2,0.333014043,0.676411497,4.078115203,0.165863754,0.868264172,NA
SERPINB7,1.070445733,-1.930411355,2.353910858,-0.820086856,0.412166595,NA
GARRE1,1853.569161,-0.493866921,0.099494581,-4.963757002,6.91E-07,7.62E-06
SERPINB8,114.5884507,-0.442930514,0.256456138,-1.727119957,0.084146122,0.229206397
TUB,42.27042216,0.404287454,0.376413493,1.07405144,0.282799627,0.523673185
RIC3,1141.799517,-0.762272855,0.110589405,-6.892819944,5.47E-12,1.07E-10
OR5P1P,0,NA,NA,NA,NA,NA
IDH3A,518.4917026,-0.054493041,0.137849368,-0.395308605,0.69261515,0.855868075
ZMAT1,2622.07152,-0.288605769,0.105778347,-2.728401195,0.006364215,0.029621068
XRRA1,3709.131821,0.112191508,0.120219128,0.933225105,0.350703755,0.597046476
TRIM66,794.1235767,0.143013821,0.116133231,1.231463375,0.218149606,0.445020878
RNF169,2078.970866,-0.13272329,0.094875401,-1.398922044,0.161836361,0.365537217
DENND2B,253.0653338,-0.450823429,0.177979011,-2.53301457,0.011308625,0.047940764
SNAPC3,1133.793827,-0.01515013,0.111246606,-0.136185103,0.891674952,0.955557432
TMEM41B,1855.359033,0.060419795,0.098358988,0.614278336,0.539031416,0.757270195
ZNF143,322.9636542,0.184859038,0.153216628,1.206520731,0.227616771,0.45780127
