,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AL358393.1,0.353837236,-1.468741107,4.037340726,-0.363789238,0.716015399,NA
AL772155.2,0,NA,NA,NA,NA,NA
LINC01427,0.214877724,1.084044068,4.068169628,0.266469731,0.789877468,NA
AL353193.1,0,NA,NA,NA,NA,NA
AC018634.1,0,NA,NA,NA,NA,NA
AC106901.1,0,NA,NA,NA,NA,NA
PSLNR,0,NA,NA,NA,NA,NA
TRAPPC2P5,0,NA,NA,NA,NA,NA
ST13P6,0,NA,NA,NA,NA,NA
RPL8P2,0,NA,NA,NA,NA,NA
LINC00705,0,NA,NA,NA,NA,NA
CICP12,0,NA,NA,NA,NA,NA
AC074281.1,0,NA,NA,NA,NA,NA
NUP210P2,0,NA,NA,NA,NA,NA
MTND1P18,0.160009419,-0.671318994,4.06669304,-0.165077371,0.868883084,NA
AC005105.1,0,NA,NA,NA,NA,NA
RPL29P29,0,NA,NA,NA,NA,NA
ABCD1P4,0,NA,NA,NA,NA,NA
OSTCP2,0,NA,NA,NA,NA,NA
AL139240.1,0,NA,NA,NA,NA,NA
AL591623.1,0,NA,NA,NA,NA,NA
ASS1P11,0,NA,NA,NA,NA,NA
AC083900.1,0,NA,NA,NA,NA,NA
ZBTB45P1,0,NA,NA,NA,NA,NA
DPY19L2P5,0,NA,NA,NA,NA,NA
TIMM8BP2,0,NA,NA,NA,NA,NA
LINC01766,1.419481319,2.239967636,2.422031552,0.924830081,0.355054301,NA
AC016694.1,0,NA,NA,NA,NA,NA
AL050303.1,0,NA,NA,NA,NA,NA
NDUFA5P10,0,NA,NA,NA,NA,NA
KRT8P30,0,NA,NA,NA,NA,NA
LINC01034,0,NA,NA,NA,NA,NA
SUCLA2P1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
AL137014.1,0,NA,NA,NA,NA,NA
AL353150.1,10.0339662,-0.546441264,0.766405669,-0.7129922,0.475850584,NA
AC007312.1,0.558259151,-2.193624828,3.650681501,-0.600880912,0.547919308,NA
VN1R25P,0,NA,NA,NA,NA,NA
ATP5MC1P8,0,NA,NA,NA,NA,NA
KCTD10P1,0,NA,NA,NA,NA,NA
PPP4R3C,0,NA,NA,NA,NA,NA
SBF1P2,0,NA,NA,NA,NA,NA
PSAT1P4,0,NA,NA,NA,NA,NA
GAGE12H,0,NA,NA,NA,NA,NA
VPS26BP1,0,NA,NA,NA,NA,NA
AL035398.1,0,NA,NA,NA,NA,NA
GXYLT1P2,0.160009419,-0.671318994,4.06669304,-0.165077371,0.868883084,NA
AC011447.1,0,NA,NA,NA,NA,NA
USP9YP25,0,NA,NA,NA,NA,NA
AC062016.1,0.125416704,1.079133603,4.06730708,0.26531894,0.790763775,NA
MRPL20-AS1,66.529423,-0.145188203,0.303424534,-0.478498562,0.632295398,0.892658852
CDY13P,0,NA,NA,NA,NA,NA
AL121901.1,0.60699357,-1.080421341,3.281343985,-0.329261835,0.741957789,NA
AC011754.1,2.351981339,-0.469934857,1.683494505,-0.279142496,0.780135472,NA
MTCYBP29,0,NA,NA,NA,NA,NA
AC068279.1,0,NA,NA,NA,NA,NA
AC034187.1,0,NA,NA,NA,NA,NA
EIPR1-IT1,0,NA,NA,NA,NA,NA
AL132656.1,0,NA,NA,NA,NA,NA
AL513318.1,0,NA,NA,NA,NA,NA
SIGLEC30P,0,NA,NA,NA,NA,NA
ATP6V0E1P1,0,NA,NA,NA,NA,NA
TRAPPC2P3,0,NA,NA,NA,NA,NA
TBC1D3P6,0,NA,NA,NA,NA,NA
CDK4P1,0,NA,NA,NA,NA,NA
EIF1AX-AS1,0,NA,NA,NA,NA,NA
LINC01058,0.208743839,1.100467557,4.070923286,0.270323826,0.786911137,NA
MTND5P27,0,NA,NA,NA,NA,NA
AL035423.1,0,NA,NA,NA,NA,NA
PRPF38AP1,0,NA,NA,NA,NA,NA
AC092941.1,0,NA,NA,NA,NA,NA
CATIP-AS1,1.647891605,-0.915839913,1.846517526,-0.495982247,0.619906936,NA
AL080312.1,0,NA,NA,NA,NA,NA
OR7E116P,0,NA,NA,NA,NA,NA
FTH1P22,0,NA,NA,NA,NA,NA
AL162726.1,0,NA,NA,NA,NA,NA
SNORA71A,0,NA,NA,NA,NA,NA
AL355336.1,0,NA,NA,NA,NA,NA
ATP6V1E1P1,0,NA,NA,NA,NA,NA
AC096541.1,0,NA,NA,NA,NA,NA
LINC02586,0.918392935,-2.021038243,2.614313495,-0.773066523,0.439483012,NA
AC091492.1,0,NA,NA,NA,NA,NA
LINC00328-2P,0,NA,NA,NA,NA,NA
AC009303.1,0,NA,NA,NA,NA,NA
SUMO2P3,0,NA,NA,NA,NA,NA
INE1,0,NA,NA,NA,NA,NA
BX682237.1,0,NA,NA,NA,NA,NA
RPL23AP85,0,NA,NA,NA,NA,NA
AC000367.1,0,NA,NA,NA,NA,NA
AL512363.1,0,NA,NA,NA,NA,NA
PPP1R8P1,0,NA,NA,NA,NA,NA
AL445645.1,0,NA,NA,NA,NA,NA
LINC01526,0,NA,NA,NA,NA,NA
OR51A5P,0,NA,NA,NA,NA,NA
AC211485.1,0.40454628,-0.65325001,3.844186843,-0.169931909,0.865063686,NA
AC000067.1,0,NA,NA,NA,NA,NA
AC234781.2,0,NA,NA,NA,NA,NA
KCTD9P1,0,NA,NA,NA,NA,NA
RPL37P11,0,NA,NA,NA,NA,NA
AC119428.1,0,NA,NA,NA,NA,NA
TDGF1P3,0,NA,NA,NA,NA,NA
CICP8,0,NA,NA,NA,NA,NA
MTND6P15,0,NA,NA,NA,NA,NA
AL034399.1,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
ADGRF5-AS1,0,NA,NA,NA,NA,NA
ELOCP6,0,NA,NA,NA,NA,NA
AC245517.1,0,NA,NA,NA,NA,NA
AC017002.1,0,NA,NA,NA,NA,NA
NMNAT1P2,0,NA,NA,NA,NA,NA
RPS17P17,0,NA,NA,NA,NA,NA
AL596247.1,0,NA,NA,NA,NA,NA
LINC02620,0.319244521,0.202698262,4.076913583,0.049718557,0.960346668,NA
CROCCP1,0,NA,NA,NA,NA,NA
DDX39AP1,0,NA,NA,NA,NA,NA
OR6V1,0,NA,NA,NA,NA,NA
LSM3P3,0,NA,NA,NA,NA,NA
LINC00489,0.547665053,-1.84649335,3.699932531,-0.499061357,0.61773616,NA
ELOCP13,0,NA,NA,NA,NA,NA
RPL30P1,0,NA,NA,NA,NA,NA
IGHV3-72,0,NA,NA,NA,NA,NA
SNRPEP5,0,NA,NA,NA,NA,NA
RNF19BPY,0,NA,NA,NA,NA,NA
Z99497.1,0,NA,NA,NA,NA,NA
RPL14P5,0.654179382,0.716198114,3.170508205,0.22589379,0.821284028,NA
RPL14P5,0.564555699,-1.051092327,3.36020478,-0.312806033,0.754428032,NA
AC012519.1,0,NA,NA,NA,NA,NA
YWHAZP8,0,NA,NA,NA,NA,NA
SAR1AP3,0,NA,NA,NA,NA,NA
RPL23AP27,0,NA,NA,NA,NA,NA
AC104164.1,0,NA,NA,NA,NA,NA
IPO7P2,0,NA,NA,NA,NA,NA
AC005730.1,0,NA,NA,NA,NA,NA
TSPY5P,0,NA,NA,NA,NA,NA
TREML5P,0,NA,NA,NA,NA,NA
LAGE3P1,0,NA,NA,NA,NA,NA
MTND4P23,0,NA,NA,NA,NA,NA
UBDP1,0,NA,NA,NA,NA,NA
AC025918.1,0,NA,NA,NA,NA,NA
RABEPKP1,0,NA,NA,NA,NA,NA
AC007742.1,0,NA,NA,NA,NA,NA
AC002075.1,0,NA,NA,NA,NA,NA
HSPE1P13,0,NA,NA,NA,NA,NA
MTND2P9,0,NA,NA,NA,NA,NA
AL035404.2,0,NA,NA,NA,NA,NA
MORF4L1P7,0,NA,NA,NA,NA,NA
AP000949.1,0,NA,NA,NA,NA,NA
AC009310.1,0,NA,NA,NA,NA,NA
AC007879.2,0,NA,NA,NA,NA,NA
RPL7P59,0,NA,NA,NA,NA,NA
LINC01745,0,NA,NA,NA,NA,NA
AC092393.1,0,NA,NA,NA,NA,NA
AL672138.1,0.160009419,-0.671318994,4.06669304,-0.165077371,0.868883084,NA
AL139246.2,0.964354039,-1.34826549,2.731091022,-0.493672851,0.621537242,NA
RPS14P5,0,NA,NA,NA,NA,NA
TRAPPC2P8,0,NA,NA,NA,NA,NA
LINC01729,0,NA,NA,NA,NA,NA
LINC00115,0,NA,NA,NA,NA,NA
AL022315.1,0,NA,NA,NA,NA,NA
MRPS11P1,0,NA,NA,NA,NA,NA
DNAJC19P5,0,NA,NA,NA,NA,NA
AC009299.1,0,NA,NA,NA,NA,NA
GRPEL2P2,0,NA,NA,NA,NA,NA
AC092669.1,0,NA,NA,NA,NA,NA
GTF3AP5,0.660313267,1.033648907,3.186983173,0.324334598,0.745684729,NA
RPL7P45,0,NA,NA,NA,NA,NA
IGHD6-25,0,NA,NA,NA,NA,NA
SFTPA3P,0,NA,NA,NA,NA,NA
GGCTP3,0,NA,NA,NA,NA,NA
AC112719.1,0,NA,NA,NA,NA,NA
MKRN7P,0,NA,NA,NA,NA,NA
HLA-S,0,NA,NA,NA,NA,NA
AL451139.1,0,NA,NA,NA,NA,NA
BX295541.1,0,NA,NA,NA,NA,NA
AC024067.1,0,NA,NA,NA,NA,NA
PGAM1P2,0,NA,NA,NA,NA,NA
PABPC1P12,0,NA,NA,NA,NA,NA
AP001046.1,0,NA,NA,NA,NA,NA
RPS15AP10,0,NA,NA,NA,NA,NA
AC009477.1,0,NA,NA,NA,NA,NA
TPI1P4,0,NA,NA,NA,NA,NA
FDPSP1,0,NA,NA,NA,NA,NA
ZNF70P1,0,NA,NA,NA,NA,NA
OFD1P10Y,0,NA,NA,NA,NA,NA
AL023773.1,0,NA,NA,NA,NA,NA
BX119917.1,0,NA,NA,NA,NA,NA
AC099789.1,0,NA,NA,NA,NA,NA
AC099730.1,0,NA,NA,NA,NA,NA
AL031737.1,0,NA,NA,NA,NA,NA
PLCB1-IT1,0,NA,NA,NA,NA,NA
AC006548.1,0,NA,NA,NA,NA,NA
RPS6P14,0,NA,NA,NA,NA,NA
RPL22P4,0,NA,NA,NA,NA,NA
LINC01867,0,NA,NA,NA,NA,NA
AL663058.1,0,NA,NA,NA,NA,NA
AC004938.1,0,NA,NA,NA,NA,NA
MTND1P12,0,NA,NA,NA,NA,NA
IGKV1OR9-2,0,NA,NA,NA,NA,NA
RPS5P7,0,NA,NA,NA,NA,NA
MRPL36P1,0,NA,NA,NA,NA,NA
AC244505.3,0,NA,NA,NA,NA,NA
TGIF2P1,0,NA,NA,NA,NA,NA
AC010878.1,0,NA,NA,NA,NA,NA
RPL26P34,0,NA,NA,NA,NA,NA
RPS15AP17,0,NA,NA,NA,NA,NA
LINC02557,0,NA,NA,NA,NA,NA
ACKR4P1,0,NA,NA,NA,NA,NA
AC104843.1,0.160009419,-0.671318994,4.06669304,-0.165077371,0.868883084,NA
AL049648.1,0,NA,NA,NA,NA,NA
TNPO1P1,0,NA,NA,NA,NA,NA
NDUFB4P7,0,NA,NA,NA,NA,NA
LINC01671,0.214877724,1.084044068,4.068169628,0.266469731,0.789877468,NA
KRT41P,0,NA,NA,NA,NA,NA
CAPZA1P2,0,NA,NA,NA,NA,NA
AL390119.1,0,NA,NA,NA,NA,NA
UBE2Q2P4Y,0,NA,NA,NA,NA,NA
FAM197Y8,0,NA,NA,NA,NA,NA
AC093155.1,0,NA,NA,NA,NA,NA
DRAXINP1,0,NA,NA,NA,NA,NA
TRIM53AP,0,NA,NA,NA,NA,NA
AC004690.1,0,NA,NA,NA,NA,NA
BX248409.1,0,NA,NA,NA,NA,NA
AL606519.1,0,NA,NA,NA,NA,NA
AC244394.1,0,NA,NA,NA,NA,NA
CDY20P,0,NA,NA,NA,NA,NA
RBMY2UP,0,NA,NA,NA,NA,NA
AC104463.1,0,NA,NA,NA,NA,NA
PPIAP17,0,NA,NA,NA,NA,NA
AGBL4-IT1,0,NA,NA,NA,NA,NA
TBL1YP1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
C9orf135-DT,0,NA,NA,NA,NA,NA
MTCO3P20,0,NA,NA,NA,NA,NA
AC092447.4,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
LINC02476,31.42047476,0.191062706,0.449082186,0.425451537,0.670507543,0.909727988
OR5BE1P,0,NA,NA,NA,NA,NA
GBP1P1,0.40454628,-0.65325001,3.844186843,-0.169931909,0.865063686,NA
RPL15P4,0.208743839,1.100467557,4.070923286,0.270323826,0.786911137,NA
SNRPFP3,0,NA,NA,NA,NA,NA
SSXP5,0,NA,NA,NA,NA,NA
AIFM1P1,0,NA,NA,NA,NA,NA
AL158824.1,0,NA,NA,NA,NA,NA
MTND1P34,0,NA,NA,NA,NA,NA
FAM197Y5,0,NA,NA,NA,NA,NA
AL592114.2,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
IGKV6D-21,0,NA,NA,NA,NA,NA
AL450384.1,0,NA,NA,NA,NA,NA
Z82206.1,0,NA,NA,NA,NA,NA
SP3P,0,NA,NA,NA,NA,NA
AL731684.1,0.688772097,-0.370632826,3.34532369,-0.110791319,0.911781829,NA
STIP1P3,0,NA,NA,NA,NA,NA
LINC01821,23.01221212,-1.021679086,0.546131069,-1.870758036,0.061378627,0.263200918
CDKN2A-DT,0,NA,NA,NA,NA,NA
RBMY1J,0,NA,NA,NA,NA,NA
LCEP4,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
AL158201.1,0,NA,NA,NA,NA,NA
LINC01890,0.578697404,1.397284346,3.321207101,0.420715813,0.673962613,NA
RPL17P43,0,NA,NA,NA,NA,NA
AC073063.1,0,NA,NA,NA,NA,NA
PPIAP69,0.333997881,0.232085507,4.074204767,0.056964615,0.954573382,NA
LINC01784,0,NA,NA,NA,NA,NA
AL669831.1,0,NA,NA,NA,NA,NA
AC112492.3,0,NA,NA,NA,NA,NA
RPS26P4,0.353837236,-1.468741107,4.037340726,-0.363789238,0.716015399,NA
AL450322.1,0.312947973,-1.481493515,4.040477335,-0.366662993,0.713870414,NA
AL450023.1,0,NA,NA,NA,NA,NA
BX322559.1,0,NA,NA,NA,NA,NA
LINC02263,13.61624665,-3.929777265,0.923091633,-4.257190862,2.07E-05,0.000324577
AC009220.1,8.608435049,-0.272569077,0.840350609,-0.324351615,0.745671847,NA
FTLP17,0,NA,NA,NA,NA,NA
IGKV3D-7,0,NA,NA,NA,NA,NA
MTATP6P19,0,NA,NA,NA,NA,NA
GAPDHP45,0.487873414,-0.667031513,3.576967314,-0.186479622,0.852068658,NA
AC010141.1,0,NA,NA,NA,NA,NA
AC136604.1,0,NA,NA,NA,NA,NA
ITPRIP-AS1,0.779433423,-0.103582256,2.788281651,-0.037149137,0.970366094,NA
UMLILO,0,NA,NA,NA,NA,NA
ORM2,0,NA,NA,NA,NA,NA
AL731568.1,0,NA,NA,NA,NA,NA
LYPLA2P1,0,NA,NA,NA,NA,NA
AP000593.2,0,NA,NA,NA,NA,NA
PCAT6,46.44108017,-0.15546602,0.389474751,-0.399168417,0.689769113,0.916411826
AL355862.1,0,NA,NA,NA,NA,NA
ARL4AP3,0,NA,NA,NA,NA,NA
BMS1P17,1.869840196,-0.638330786,1.718153403,-0.371521416,0.710249208,NA
RPL7P55,0,NA,NA,NA,NA,NA
OR4K6P,0,NA,NA,NA,NA,NA
LINC01209,0,NA,NA,NA,NA,NA
AL606970.2,0,NA,NA,NA,NA,NA
SAR1AP1,0,NA,NA,NA,NA,NA
AL133351.1,0,NA,NA,NA,NA,NA
AC108120.1,0,NA,NA,NA,NA,NA
AL590764.1,6.272908094,-0.10959844,0.950276961,-0.115333155,0.90818106,NA
ARL5AP3,0,NA,NA,NA,NA,NA
OR7E23P,0,NA,NA,NA,NA,NA
AL445567.1,0,NA,NA,NA,NA,NA
MTND5P6,0,NA,NA,NA,NA,NA
UGT1A2P,0,NA,NA,NA,NA,NA
ANKRD49P1,0,NA,NA,NA,NA,NA
AL049734.1,0,NA,NA,NA,NA,NA
CYP2C59P,0,NA,NA,NA,NA,NA
RPS19P7,0,NA,NA,NA,NA,NA
TRAPPC2P10,0,NA,NA,NA,NA,NA
AC018865.1,0,NA,NA,NA,NA,NA
CSTP1,0,NA,NA,NA,NA,NA
AL663070.1,0,NA,NA,NA,NA,NA
AL138885.2,0,NA,NA,NA,NA,NA
AL645634.1,0,NA,NA,NA,NA,NA
AC012442.1,0,NA,NA,NA,NA,NA
AL357552.2,0,NA,NA,NA,NA,NA
PTMAP1,0,NA,NA,NA,NA,NA
TXNDC12-AS1,4.508955951,0.07319726,1.136242501,0.064420456,0.948635442,NA
AL353752.1,0,NA,NA,NA,NA,NA
RPS20P25,0,NA,NA,NA,NA,NA
GAS2L1P2,24.58571192,-1.366380548,0.52383392,-2.608423199,0.009096042,0.064691859
AC010891.1,0,NA,NA,NA,NA,NA
MYL6BP1,0,NA,NA,NA,NA,NA
ITPKB-IT1,0,NA,NA,NA,NA,NA
AC011995.1,0,NA,NA,NA,NA,NA
LINC01635,0.833091176,-1.701336253,2.897644962,-0.587144483,0.557106674,NA
HMGN2P25,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
AL109741.2,0,NA,NA,NA,NA,NA
AC035139.1,0,NA,NA,NA,NA,NA
ELOCP24,0,NA,NA,NA,NA,NA
ELOCP24,0,NA,NA,NA,NA,NA
AC024937.1,1.062884923,0.618354388,2.325836971,0.265863169,0.790344591,NA
AL360182.2,2.486677921,0.857478126,1.54286385,0.555770443,0.578367793,NA
AC130464.1,0,NA,NA,NA,NA,NA
NUTF2P3,0,NA,NA,NA,NA,NA
TTTY17A,0,NA,NA,NA,NA,NA
AC009296.1,0,NA,NA,NA,NA,NA
PNKDP1,0,NA,NA,NA,NA,NA
COX6CP15,0,NA,NA,NA,NA,NA
AL354692.1,0,NA,NA,NA,NA,NA
MTATP6P11,0,NA,NA,NA,NA,NA
AC110620.1,0,NA,NA,NA,NA,NA
IFNA14,0,NA,NA,NA,NA,NA
AC112220.1,0,NA,NA,NA,NA,NA
MYL6P5,0,NA,NA,NA,NA,NA
AP001631.1,0,NA,NA,NA,NA,NA
PHBP3,0,NA,NA,NA,NA,NA
MTND1P17,0,NA,NA,NA,NA,NA
AL162726.2,0,NA,NA,NA,NA,NA
IGHD6-6,0,NA,NA,NA,NA,NA
AL161725.2,0,NA,NA,NA,NA,NA
AC092810.2,0,NA,NA,NA,NA,NA
BOD1L2,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
UBBP5,0,NA,NA,NA,NA,NA
MYCLP2,0,NA,NA,NA,NA,NA
AC020743.1,0.285426124,0.206457821,4.076224843,0.050649272,0.959605,NA
HNRNPA1P46,0,NA,NA,NA,NA,NA
CYP1D1P,0,NA,NA,NA,NA,NA
AC019084.1,0,NA,NA,NA,NA,NA
HMGN2P21,0,NA,NA,NA,NA,NA
AL139246.3,1.851701865,-0.224622284,1.944149849,-0.115537537,0.90801907,NA
AL031313.1,0,NA,NA,NA,NA,NA
AL512882.1,0,NA,NA,NA,NA,NA
MTCO3P40,0,NA,NA,NA,NA,NA
WBP11P3,0,NA,NA,NA,NA,NA
RANP5,0,NA,NA,NA,NA,NA
CFL1P3,0,NA,NA,NA,NA,NA
AC023469.2,0.715181572,1.644486661,3.098160619,0.530794514,0.595561182,NA
RPL7P47,0,NA,NA,NA,NA,NA
AL360221.1,0,NA,NA,NA,NA,NA
UBE2V1P14,0,NA,NA,NA,NA,NA
LINC01494,6.381883144,-0.636401786,0.966843167,-0.658226492,0.510392604,NA
AP001469.2,0,NA,NA,NA,NA,NA
AC131235.1,1.61098621,1.419792928,1.969457042,0.720905761,0.470967498,NA
AC016717.1,0.160009419,-0.671318994,4.06669304,-0.165077371,0.868883084,NA
AC007967.2,0,NA,NA,NA,NA,NA
LINC02869,3.490961266,0.244457941,1.324690913,0.184539607,0.853590159,NA
PNPP1,0,NA,NA,NA,NA,NA
LINC02770,6.484651471,0.40353958,0.96343006,0.418857161,0.675320527,NA
ATF4P3,0,NA,NA,NA,NA,NA
CRLF3P3,0,NA,NA,NA,NA,NA
AC012070.1,0,NA,NA,NA,NA,NA
AC243961.1,0,NA,NA,NA,NA,NA
AL589946.1,0,NA,NA,NA,NA,NA
GLRXP1,0,NA,NA,NA,NA,NA
AP001476.3,0,NA,NA,NA,NA,NA
TXNP5,0,NA,NA,NA,NA,NA
AL138900.1,0,NA,NA,NA,NA,NA
Z83846.1,1.527972758,-1.607137433,2.046264902,-0.785400478,0.4322188,NA
MOB1AP1,0,NA,NA,NA,NA,NA
ELOCP14,0,NA,NA,NA,NA,NA
RPL23AP16,0,NA,NA,NA,NA,NA
AL512649.1,0,NA,NA,NA,NA,NA
RPL3P1,0,NA,NA,NA,NA,NA
AC092436.1,0,NA,NA,NA,NA,NA
AL133343.1,0,NA,NA,NA,NA,NA
TLE1P1,0,NA,NA,NA,NA,NA
AC245452.2,0,NA,NA,NA,NA,NA
AL158147.1,0,NA,NA,NA,NA,NA
MTND1P11,0,NA,NA,NA,NA,NA
AL353072.1,0,NA,NA,NA,NA,NA
PPIAP19,0,NA,NA,NA,NA,NA
AC091770.1,0,NA,NA,NA,NA,NA
AC092265.1,0,NA,NA,NA,NA,NA
AL590365.1,0,NA,NA,NA,NA,NA
MTND2P25,0,NA,NA,NA,NA,NA
SNX19P1,0,NA,NA,NA,NA,NA
AL512326.4,0,NA,NA,NA,NA,NA
LINC01713,0.160009419,-0.671318994,4.06669304,-0.165077371,0.868883084,NA
GRK5-IT1,0,NA,NA,NA,NA,NA
RPL21P50,0,NA,NA,NA,NA,NA
COX4I1P2,0,NA,NA,NA,NA,NA
CSP1,0,NA,NA,NA,NA,NA
AC012307.1,0,NA,NA,NA,NA,NA
AC090954.1,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
CICP9,0,NA,NA,NA,NA,NA
RPL23AP26,0,NA,NA,NA,NA,NA
RPL23AP12,0,NA,NA,NA,NA,NA
TTTY21,0,NA,NA,NA,NA,NA
ST6GALNAC2P1,0,NA,NA,NA,NA,NA
AL353804.1,0,NA,NA,NA,NA,NA
LINC01803,0,NA,NA,NA,NA,NA
OR1H1P,0,NA,NA,NA,NA,NA
NECTIN4-AS1,0,NA,NA,NA,NA,NA
AP000355.1,0,NA,NA,NA,NA,NA
HMGN2P36,0,NA,NA,NA,NA,NA
AL731547.1,0,NA,NA,NA,NA,NA
AL009048.1,0,NA,NA,NA,NA,NA
NEGR1-IT1,0,NA,NA,NA,NA,NA
HMGB3P4,0,NA,NA,NA,NA,NA
AC017007.1,0,NA,NA,NA,NA,NA
MARK2P13,0,NA,NA,NA,NA,NA
AL049792.1,0,NA,NA,NA,NA,NA
RPSAP1,0,NA,NA,NA,NA,NA
AL592309.1,0,NA,NA,NA,NA,NA
LAMTOR3P1,0,NA,NA,NA,NA,NA
AL929410.1,0,NA,NA,NA,NA,NA
TLK2P2,0,NA,NA,NA,NA,NA
AC244098.2,0,NA,NA,NA,NA,NA
CBX3P6,0,NA,NA,NA,NA,NA
AL358176.3,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
RPS20P13,0,NA,NA,NA,NA,NA
CDY12P,0,NA,NA,NA,NA,NA
MTCO3P4,0.353837236,-1.468741107,4.037340726,-0.363789238,0.716015399,NA
TSPY3,0,NA,NA,NA,NA,NA
MTCO1P3,0,NA,NA,NA,NA,NA
SNRPD2P1,0,NA,NA,NA,NA,NA
CLUHP2,0,NA,NA,NA,NA,NA
EXOSC3P1,0,NA,NA,NA,NA,NA
AL161672.1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
AC003685.1,0,NA,NA,NA,NA,NA
RPL30P13,0,NA,NA,NA,NA,NA
AL161457.1,0,NA,NA,NA,NA,NA
AL365366.1,0,NA,NA,NA,NA,NA
RAB1AP1,0,NA,NA,NA,NA,NA
AP001595.1,0,NA,NA,NA,NA,NA
BX276092.3,0,NA,NA,NA,NA,NA
MTCO1P25,0,NA,NA,NA,NA,NA
SERF1AP1,0,NA,NA,NA,NA,NA
RPS29P14,0,NA,NA,NA,NA,NA
RPS3AP54,0,NA,NA,NA,NA,NA
AL451124.1,0,NA,NA,NA,NA,NA
TRBV23OR9-2,0,NA,NA,NA,NA,NA
AC246785.1,0,NA,NA,NA,NA,NA
AC092628.1,0,NA,NA,NA,NA,NA
ACTBP14,0,NA,NA,NA,NA,NA
AC091167.1,0,NA,NA,NA,NA,NA
UGT1A12P,0,NA,NA,NA,NA,NA
LINC02041,0,NA,NA,NA,NA,NA
PIGPP3,0,NA,NA,NA,NA,NA
OR2A9P,5.169388569,-1.921960988,1.250817328,-1.536564089,0.124400092,NA
OR7E93P,0,NA,NA,NA,NA,NA
RPSAP60,0,NA,NA,NA,NA,NA
HOMER2P1,0,NA,NA,NA,NA,NA
UBTFL6,0,NA,NA,NA,NA,NA
AC006483.1,0,NA,NA,NA,NA,NA
AL627095.1,0,NA,NA,NA,NA,NA
AC021451.1,0,NA,NA,NA,NA,NA
TRDD3,0,NA,NA,NA,NA,NA
AC234781.3,1.008016618,-0.442899947,2.54505749,-0.174023553,0.861846952,NA
MTND1P9,0,NA,NA,NA,NA,NA
AL136452.1,0,NA,NA,NA,NA,NA
SEPTIN7P8,0,NA,NA,NA,NA,NA
AL590068.1,0,NA,NA,NA,NA,NA
FAM207BP,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
AC245128.2,0,NA,NA,NA,NA,NA
HSFY7P,0,NA,NA,NA,NA,NA
AL954722.1,0,NA,NA,NA,NA,NA
AL954722.1,0,NA,NA,NA,NA,NA
AL138962.1,0,NA,NA,NA,NA,NA
TUBB1P2,0,NA,NA,NA,NA,NA
AC073143.1,0,NA,NA,NA,NA,NA
MIR4432HG,3.397674665,-0.765554562,1.334844601,-0.57351587,0.566295457,NA
CFTRP1,0,NA,NA,NA,NA,NA
FNDC10,45.38190167,-1.28540645,0.40128043,-3.203262243,0.001358802,0.013213667
MACC1-AS1,1.289157922,-2.735719883,2.626562473,-1.041559038,0.297616168,NA
RPL39P,0,NA,NA,NA,NA,NA
CLDN25,0,NA,NA,NA,NA,NA
PDCL2P1,0,NA,NA,NA,NA,NA
HNF4GP1,0,NA,NA,NA,NA,NA
HK2P1,0,NA,NA,NA,NA,NA
VN1R4,0,NA,NA,NA,NA,NA
AC012462.2,0,NA,NA,NA,NA,NA
LINC01005,0,NA,NA,NA,NA,NA
HSPA8P17,0,NA,NA,NA,NA,NA
AC106875.1,0,NA,NA,NA,NA,NA
LINC01760,0.737506516,0.214836867,3.240785108,0.066291611,0.947145662,NA
SURF6P1,0,NA,NA,NA,NA,NA
AC099552.3,0,NA,NA,NA,NA,NA
DNAJB6P4,0,NA,NA,NA,NA,NA
AL353689.1,0,NA,NA,NA,NA,NA
MIR34AHG,309.209724,-0.433823113,0.162751641,-2.665552935,0.007686183,0.056287862
AL445687.1,0,NA,NA,NA,NA,NA
AC005000.1,0,NA,NA,NA,NA,NA
AC073326.1,0,NA,NA,NA,NA,NA
AC003684.1,1.061511708,-2.644295434,2.820295082,-0.937595307,0.348452424,NA
ITPKB-AS1,19.07710963,0.511429861,0.556826089,0.918473238,0.358371163,0.735795264
BX284668.2,0,NA,NA,NA,NA,NA
AC073583.1,0,NA,NA,NA,NA,NA
SNRPGP9,0,NA,NA,NA,NA,NA
AC026355.2,0,NA,NA,NA,NA,NA
MTND5P1,0,NA,NA,NA,NA,NA
Z82198.1,0.160009419,-0.671318994,4.06669304,-0.165077371,0.868883084,NA
AC009468.1,0.562581075,-0.657921524,3.386567029,-0.194273882,0.845961435,NA
AL691426.1,0,NA,NA,NA,NA,NA
