Lane,Sample,Index
1,10X61_5,SI-3A-F3
2,10X62_3,SI-3A-G3
3,10X64_3,SI-3A-H3
4,10X66_3,SI-3A-B4
5,10X66_4,SI-3A-C4
6,10X68_3,SI-3A-D4
7,10X68_4,SI-3A-E4
8,10X68_5,SI-3A-F4
1,10X71_4,SI-3A-H5
2,10X70_7,SI-3A-E5
